Tipo de dato;Grupos ECOICOP;Comunidades y Ciudades Autónomas;Periodo;Total
Índice;Índice general;Nacional;2020M11;97,367
Índice;Índice general;Nacional;2020M10;97,208
Índice;Índice general;Nacional;2020M09;96,700
Índice;Índice general;Nacional;2020M08;96,555
Índice;Índice general;Nacional;2020M07;96,511
Índice;Índice general;Nacional;2020M06;97,385
Índice;Índice general;Nacional;2020M05;96,938
Índice;Índice general;Nacional;2020M04;96,944
Índice;Índice general;Nacional;2020M03;96,652
Índice;Índice general;Nacional;2020M02;97,024
Índice;Índice general;Nacional;2020M01;97,139
Índice;Índice general;Nacional;2019M12;98,096
Índice;Índice general;Nacional;2019M11;98,167
Índice;Índice general;Nacional;2019M10;98,001
Índice;Índice general;Nacional;2019M09;97,059
Índice;Índice general;Nacional;2019M08;97,059
Índice;Índice general;Nacional;2019M07;97,113
Índice;Índice general;Nacional;2019M06;97,719
Índice;Índice general;Nacional;2019M05;97,834
Índice;Índice general;Nacional;2019M04;97,644
Índice;Índice general;Nacional;2019M03;96,669
Índice;Índice general;Nacional;2019M02;96,320
Índice;Índice general;Nacional;2019M01;96,085
Índice;Índice general;01 Andalucía;2025M12;120,524
Índice;Índice general;01 Andalucía;2025M11;120,139
Índice;Índice general;01 Andalucía;2025M10;120,163
Índice;Índice general;01 Andalucía;2025M09;119,106
Índice;Índice general;01 Andalucía;2025M08;119,309
Índice;Índice general;01 Andalucía;2025M07;119,321
Índice;Índice general;01 Andalucía;2025M06;119,641
Índice;Índice general;01 Andalucía;2025M05;118,997
Índice;Índice general;01 Andalucía;2025M04;118,800
Índice;Índice general;01 Andalucía;2025M03;118,076
Índice;Índice general;01 Andalucía;2025M02;117,919
Índice;Índice general;01 Andalucía;2025M01;117,486
Índice;Índice general;01 Andalucía;2024M12;117,241
Índice;Índice general;01 Andalucía;2024M11;116,711
Índice;Índice general;01 Andalucía;2024M10;116,393
Índice;Índice general;01 Andalucía;2024M09;115,563
Índice;Índice general;01 Andalucía;2024M08;116,125
Índice;Índice general;01 Andalucía;2024M07;116,140
Índice;Índice general;01 Andalucía;2024M06;116,840
Índice;Índice general;01 Andalucía;2024M05;116,530
Índice;Índice general;01 Andalucía;2024M04;116,258
Índice;Índice general;01 Andalucía;2024M03;115,319
Índice;Índice general;01 Andalucía;2024M02;114,530
Índice;Índice general;01 Andalucía;2024M01;114,238
Índice;Índice general;01 Andalucía;2023M12;114,121
Índice;Índice general;01 Andalucía;2023M11;114,188
Índice;Índice general;01 Andalucía;2023M10;114,716
Índice;Índice general;01 Andalucía;2023M09;114,025
Índice;Índice general;01 Andalucía;2023M08;113,700
Índice;Índice general;01 Andalucía;2023M07;113,013
Índice;Índice general;01 Andalucía;2023M06;113,045
Índice;Índice general;01 Andalucía;2023M05;112,551
Índice;Índice general;01 Andalucía;2023M04;112,587
Índice;Índice general;01 Andalucía;2023M03;111,801
Índice;Índice general;01 Andalucía;2023M02;111,342
Índice;Índice general;01 Andalucía;2023M01;110,096
Índice;Índice general;01 Andalucía;2022M12;110,492
Índice;Índice general;01 Andalucía;2022M11;110,286
Índice;Índice general;01 Andalucía;2022M10;110,495
Índice;Índice general;01 Andalucía;2022M09;109,872
Índice;Índice general;01 Andalucía;2022M08;110,528
Índice;Índice general;01 Andalucía;2022M07;110,142
Índice;Índice general;01 Andalucía;2022M06;110,585
Índice;Índice general;01 Andalucía;2022M05;108,545
Índice;Índice general;01 Andalucía;2022M04;107,590
Índice;Índice general;01 Andalucía;2022M03;107,635
Índice;Índice general;01 Andalucía;2022M02;104,409
Índice;Índice general;01 Andalucía;2022M01;103,523
Índice;Índice general;01 Andalucía;2021M12;104,067
Índice;Índice general;01 Andalucía;2021M11;102,772
Índice;Índice general;01 Andalucía;2021M10;102,589
Índice;Índice general;01 Andalucía;2021M09;100,606
Índice;Índice general;01 Andalucía;2021M08;99,630
Índice;Índice general;01 Andalucía;2021M07;99,085
Índice;Índice general;01 Andalucía;2021M06;100,070
Índice;Índice general;01 Andalucía;2021M05;99,664
Índice;Índice general;01 Andalucía;2021M04;99,211
Índice;Índice general;01 Andalucía;2021M03;97,933
Índice;Índice general;01 Andalucía;2021M02;96,885
Índice;Índice general;01 Andalucía;2021M01;97,488
Índice;Índice general;01 Andalucía;2020M12;97,530
Índice;Índice general;01 Andalucía;2020M11;97,464
Índice;Índice general;01 Andalucía;2020M10;97,419
Índice;Índice general;01 Andalucía;2020M09;96,650
Índice;Índice general;01 Andalucía;2020M08;96,417
Índice;Índice general;01 Andalucía;2020M07;96,331
Índice;Índice general;01 Andalucía;2020M06;97,400
Índice;Índice general;01 Andalucía;2020M05;97,006
Índice;Índice general;01 Andalucía;2020M04;96,964
Índice;Índice general;01 Andalucía;2020M03;96,571
Índice;Índice general;01 Andalucía;2020M02;96,845
Índice;Índice general;01 Andalucía;2020M01;96,876
Índice;Índice general;01 Andalucía;2019M12;97,847
Índice;Índice general;01 Andalucía;2019M11;98,071
Índice;Índice general;01 Andalucía;2019M10;97,955
Índice;Índice general;01 Andalucía;2019M09;96,913
Índice;Índice general;01 Andalucía;2019M08;96,716
Índice;Índice general;01 Andalucía;2019M07;96,765
Índice;Índice general;01 Andalucía;2019M06;97,574
Índice;Índice general;01 Andalucía;2019M05;97,810
Índice;Índice general;01 Andalucía;2019M04;97,585
Índice;Índice general;01 Andalucía;2019M03;96,603
Índice;Índice general;01 Andalucía;2019M02;96,168
Índice;Índice general;01 Andalucía;2019M01;95,877
Índice;Índice general;02 Aragón;2025M12;120,016
Índice;Índice general;02 Aragón;2025M11;119,711
Índice;Índice general;02 Aragón;2025M10;119,472
Índice;Índice general;02 Aragón;2025M09;118,557
Índice;Índice general;02 Aragón;2025M08;118,912
Índice;Índice general;02 Aragón;2025M07;119,025
Índice;Índice general;02 Aragón;2025M06;119,022
Índice;Índice general;02 Aragón;2025M05;118,200
Índice;Índice general;02 Aragón;2025M04;118,218
Índice;Índice general;02 Aragón;2025M03;117,510
Índice;Índice general;02 Aragón;2025M02;117,360
Índice;Índice general;02 Aragón;2025M01;116,915
Índice;Índice general;02 Aragón;2024M12;116,648
Índice;Índice general;02 Aragón;2024M11;116,077
Índice;Índice general;02 Aragón;2024M10;115,910
Índice;Índice general;02 Aragón;2024M09;114,917
Índice;Índice general;02 Aragón;2024M08;115,857
Índice;Índice general;02 Aragón;2024M07;115,696
Índice;Índice general;02 Aragón;2024M06;116,155
Índice;Índice general;02 Aragón;2024M05;115,693
Índice;Índice general;02 Aragón;2024M04;115,401
Índice;Índice general;02 Aragón;2024M03;114,798
Índice;Índice general;02 Aragón;2024M02;114,054
Índice;Índice general;02 Aragón;2024M01;113,336
Índice;Índice general;02 Aragón;2023M12;113,130
Índice;Índice general;02 Aragón;2023M11;113,261
Índice;Índice general;02 Aragón;2023M10;113,441
Índice;Índice general;02 Aragón;2023M09;113,240
Índice;Índice general;02 Aragón;2023M08;113,177
Índice;Índice general;02 Aragón;2023M07;112,602
Índice;Índice general;02 Aragón;2023M06;112,222
Índice;Índice general;02 Aragón;2023M05;111,628
Índice;Índice general;02 Aragón;2023M04;111,705
Índice;Índice general;02 Aragón;2023M03;111,223
Índice;Índice general;02 Aragón;2023M02;111,064
Índice;Índice general;02 Aragón;2023M01;109,909
Índice;Índice general;02 Aragón;2022M12;110,384
Índice;Índice general;02 Aragón;2022M11;110,283
Índice;Índice general;02 Aragón;2022M10;110,687
Índice;Índice general;02 Aragón;2022M09;110,028
Índice;Índice general;02 Aragón;2022M08;110,850
Índice;Índice general;02 Aragón;2022M07;110,617
Índice;Índice general;02 Aragón;2022M06;111,023
Índice;Índice general;02 Aragón;2022M05;108,758
Índice;Índice general;02 Aragón;2022M04;108,104
Índice;Índice general;02 Aragón;2022M03;108,271
Índice;Índice general;02 Aragón;2022M02;104,882
Índice;Índice general;02 Aragón;2022M01;103,854
Índice;Índice general;02 Aragón;2021M12;104,272
Índice;Índice general;02 Aragón;2021M11;103,088
Índice;Índice general;02 Aragón;2021M10;102,754
Índice;Índice general;02 Aragón;2021M09;100,591
Índice;Índice general;02 Aragón;2021M08;99,804
Índice;Índice general;02 Aragón;2021M07;99,263
Índice;Índice general;02 Aragón;2021M06;100,032
Índice;Índice general;02 Aragón;2021M05;99,510
Índice;Índice general;02 Aragón;2021M04;98,833
Índice;Índice general;02 Aragón;2021M03;97,778
Índice;Índice general;02 Aragón;2021M02;96,687
Índice;Índice general;02 Aragón;2021M01;97,387
Índice;Índice general;02 Aragón;2020M12;97,276
Índice;Índice general;02 Aragón;2020M11;97,200
Índice;Índice general;02 Aragón;2020M10;97,106
Índice;Índice general;02 Aragón;2020M09;96,394
Índice;Índice general;02 Aragón;2020M08;96,287
Índice;Índice general;02 Aragón;2020M07;96,160
Índice;Índice general;02 Aragón;2020M06;96,950
Índice;Índice general;02 Aragón;2020M05;96,416
Índice;Índice general;02 Aragón;2020M04;96,353
Índice;Índice general;02 Aragón;2020M03;96,285
Índice;Índice general;02 Aragón;2020M02;96,819
Índice;Índice general;02 Aragón;2020M01;96,945
Índice;Índice general;02 Aragón;2019M12;97,907
Índice;Índice general;02 Aragón;2019M11;98,005
Índice;Índice general;02 Aragón;2019M10;97,893
Índice;Índice general;02 Aragón;2019M09;96,895
Índice;Índice general;02 Aragón;2019M08;96,936
Índice;Índice general;02 Aragón;2019M07;96,853
Índice;Índice general;02 Aragón;2019M06;97,519
Índice;Índice general;02 Aragón;2019M05;97,661
Índice;Índice general;02 Aragón;2019M04;97,512
Índice;Índice general;02 Aragón;2019M03;96,472
Índice;Índice general;02 Aragón;2019M02;96,226
Índice;Índice general;02 Aragón;2019M01;95,992
Índice;Índice general;03 Asturias, Principado de;2025M12;119,791
Índice;Índice general;03 Asturias, Principado de;2025M11;119,375
Índice;Índice general;03 Asturias, Principado de;2025M10;119,205
Índice;Índice general;03 Asturias, Principado de;2025M09;118,655
Índice;Índice general;03 Asturias, Principado de;2025M08;119,688
Índice;Índice general;03 Asturias, Principado de;2025M07;119,258
Índice;Índice general;03 Asturias, Principado de;2025M06;119,071
Índice;Índice general;03 Asturias, Principado de;2025M05;117,974
Índice;Índice general;03 Asturias, Principado de;2025M04;118,191
Índice;Índice general;03 Asturias, Principado de;2025M03;117,246
Índice;Índice general;03 Asturias, Principado de;2025M02;117,269
Índice;Índice general;03 Asturias, Principado de;2025M01;116,807
Índice;Índice general;03 Asturias, Principado de;2024M12;116,613
Índice;Índice general;03 Asturias, Principado de;2024M11;115,926
Índice;Índice general;03 Asturias, Principado de;2024M10;115,600
Índice;Índice general;03 Asturias, Principado de;2024M09;115,079
Índice;Índice general;03 Asturias, Principado de;2024M08;116,047
Índice;Índice general;03 Asturias, Principado de;2024M07;115,692
Índice;Índice general;03 Asturias, Principado de;2024M06;116,143
Índice;Índice general;03 Asturias, Principado de;2024M05;115,410
Índice;Índice general;03 Asturias, Principado de;2024M04;115,438
Índice;Índice general;03 Asturias, Principado de;2024M03;114,575
Índice;Índice general;03 Asturias, Principado de;2024M02;113,636
Índice;Índice general;03 Asturias, Principado de;2024M01;113,196
Índice;Índice general;03 Asturias, Principado de;2023M12;113,134
Índice;Índice general;03 Asturias, Principado de;2023M11;112,885
Índice;Índice general;03 Asturias, Principado de;2023M10;113,338
Índice;Índice general;03 Asturias, Principado de;2023M09;113,045
Índice;Índice general;03 Asturias, Principado de;2023M08;113,340
Índice;Índice general;03 Asturias, Principado de;2023M07;112,417
Índice;Índice general;03 Asturias, Principado de;2023M06;112,180
Índice;Índice general;03 Asturias, Principado de;2023M05;111,533
Índice;Índice general;03 Asturias, Principado de;2023M04;111,777
Índice;Índice general;03 Asturias, Principado de;2023M03;111,106
Índice;Índice general;03 Asturias, Principado de;2023M02;110,521
Índice;Índice general;03 Asturias, Principado de;2023M01;109,649
Índice;Índice general;03 Asturias, Principado de;2022M12;109,896
Índice;Índice general;03 Asturias, Principado de;2022M11;109,652
Índice;Índice general;03 Asturias, Principado de;2022M10;109,949
Índice;Índice general;03 Asturias, Principado de;2022M09;109,564
Índice;Índice general;03 Asturias, Principado de;2022M08;110,465
Índice;Índice general;03 Asturias, Principado de;2022M07;110,155
Índice;Índice general;03 Asturias, Principado de;2022M06;110,444
Índice;Índice general;03 Asturias, Principado de;2022M05;108,386
Índice;Índice general;03 Asturias, Principado de;2022M04;107,518
Índice;Índice general;03 Asturias, Principado de;2022M03;107,294
Índice;Índice general;03 Asturias, Principado de;2022M02;104,182
Índice;Índice general;03 Asturias, Principado de;2022M01;103,364
Índice;Índice general;03 Asturias, Principado de;2021M12;103,853
Índice;Índice general;03 Asturias, Principado de;2021M11;102,768
Índice;Índice general;03 Asturias, Principado de;2021M10;102,356
Índice;Índice general;03 Asturias, Principado de;2021M09;100,501
Índice;Índice general;03 Asturias, Principado de;2021M08;99,893
Índice;Índice general;03 Asturias, Principado de;2021M07;99,161
Índice;Índice general;03 Asturias, Principado de;2021M06;100,103
Índice;Índice general;03 Asturias, Principado de;2021M05;99,555
Índice;Índice general;03 Asturias, Principado de;2021M04;99,272
Índice;Índice general;03 Asturias, Principado de;2021M03;98,014
Índice;Índice general;03 Asturias, Principado de;2021M02;96,931
Índice;Índice general;03 Asturias, Principado de;2021M01;97,593
Índice;Índice general;03 Asturias, Principado de;2020M12;97,766
Índice;Índice general;03 Asturias, Principado de;2020M11;97,696
Índice;Índice general;03 Asturias, Principado de;2020M10;97,219
Índice;Índice general;03 Asturias, Principado de;2020M09;96,733
Índice;Índice general;03 Asturias, Principado de;2020M08;96,788
Índice;Índice general;03 Asturias, Principado de;2020M07;96,571
Índice;Índice general;03 Asturias, Principado de;2020M06;97,293
Índice;Índice general;03 Asturias, Principado de;2020M05;96,958
Índice;Índice general;03 Asturias, Principado de;2020M04;96,886
Índice;Índice general;03 Asturias, Principado de;2020M03;96,561
Índice;Índice general;03 Asturias, Principado de;2020M02;96,990
Índice;Índice general;03 Asturias, Principado de;2020M01;97,246
Índice;Índice general;03 Asturias, Principado de;2019M12;98,339
Índice;Índice general;03 Asturias, Principado de;2019M11;98,480
Índice;Índice general;03 Asturias, Principado de;2019M10;98,001
Índice;Índice general;03 Asturias, Principado de;2019M09;96,992
Índice;Índice general;03 Asturias, Principado de;2019M08;97,374
Índice;Índice general;03 Asturias, Principado de;2019M07;97,446
Índice;Índice general;03 Asturias, Principado de;2019M06;98,125
Índice;Índice general;03 Asturias, Principado de;2019M05;98,190
Índice;Índice general;03 Asturias, Principado de;2019M04;97,808
Índice;Índice general;03 Asturias, Principado de;2019M03;96,855
Índice;Índice general;03 Asturias, Principado de;2019M02;96,645
Índice;Índice general;03 Asturias, Principado de;2019M01;96,385
Índice;Índice general;04 Balears, Illes;2025M12;120,332
Índice;Índice general;04 Balears, Illes;2025M11;120,030
Índice;Índice general;04 Balears, Illes;2025M10;120,201
Índice;Índice general;04 Balears, Illes;2025M09;119,683
Índice;Índice general;04 Balears, Illes;2025M08;120,410
Índice;Índice general;04 Balears, Illes;2025M07;120,350
Índice;Índice general;04 Balears, Illes;2025M06;119,989
Índice;Índice general;04 Balears, Illes;2025M05;118,830
Índice;Índice general;04 Balears, Illes;2025M04;118,786
Índice;Índice general;04 Balears, Illes;2025M03;117,717
Índice;Índice general;04 Balears, Illes;2025M02;117,608
Índice;Índice general;04 Balears, Illes;2025M01;116,989
Índice;Índice general;04 Balears, Illes;2024M12;116,908
Índice;Índice general;04 Balears, Illes;2024M11;116,298
Índice;Índice general;04 Balears, Illes;2024M10;116,073
Índice;Índice general;04 Balears, Illes;2024M09;115,874
Índice;Índice general;04 Balears, Illes;2024M08;116,646
Índice;Índice general;04 Balears, Illes;2024M07;116,313
Índice;Índice general;04 Balears, Illes;2024M06;116,734
Índice;Índice general;04 Balears, Illes;2024M05;116,027
Índice;Índice general;04 Balears, Illes;2024M04;115,606
Índice;Índice general;04 Balears, Illes;2024M03;114,454
Índice;Índice general;04 Balears, Illes;2024M02;113,492
Índice;Índice general;04 Balears, Illes;2024M01;113,175
Índice;Índice general;04 Balears, Illes;2023M12;113,076
Índice;Índice general;04 Balears, Illes;2023M11;113,100
Índice;Índice general;04 Balears, Illes;2023M10;113,859
Índice;Índice general;04 Balears, Illes;2023M09;113,923
Índice;Índice general;04 Balears, Illes;2023M08;113,977
Índice;Índice general;04 Balears, Illes;2023M07;113,001
Índice;Índice general;04 Balears, Illes;2023M06;112,648
Índice;Índice general;04 Balears, Illes;2023M05;111,800
Índice;Índice general;04 Balears, Illes;2023M04;111,566
Índice;Índice general;04 Balears, Illes;2023M03;110,895
Índice;Índice general;04 Balears, Illes;2023M02;110,632
Índice;Índice general;04 Balears, Illes;2023M01;109,448
Índice;Índice general;04 Balears, Illes;2022M12;109,465
Índice;Índice general;04 Balears, Illes;2022M11;109,203
Índice;Índice general;04 Balears, Illes;2022M10;109,683
Índice;Índice general;04 Balears, Illes;2022M09;109,520
Índice;Índice general;04 Balears, Illes;2022M08;110,520
Índice;Índice general;04 Balears, Illes;2022M07;109,757
Índice;Índice general;04 Balears, Illes;2022M06;109,837
Índice;Índice general;04 Balears, Illes;2022M05;107,731
Índice;Índice general;04 Balears, Illes;2022M04;106,626
Índice;Índice general;04 Balears, Illes;2022M03;107,245
Índice;Índice general;04 Balears, Illes;2022M02;104,365
Índice;Índice general;04 Balears, Illes;2022M01;103,518
Índice;Índice general;04 Balears, Illes;2021M12;103,770
Índice;Índice general;04 Balears, Illes;2021M11;102,705
Índice;Índice general;04 Balears, Illes;2021M10;102,221
Índice;Índice general;04 Balears, Illes;2021M09;100,600
Índice;Índice general;04 Balears, Illes;2021M08;99,850
Índice;Índice general;04 Balears, Illes;2021M07;99,548
Índice;Índice general;04 Balears, Illes;2021M06;100,091
Índice;Índice general;04 Balears, Illes;2021M05;99,548
Índice;Índice general;04 Balears, Illes;2021M04;98,944
Índice;Índice general;04 Balears, Illes;2021M03;98,037
Índice;Índice general;04 Balears, Illes;2021M02;97,042
Índice;Índice general;04 Balears, Illes;2021M01;97,643
Índice;Índice general;04 Balears, Illes;2020M12;97,416
Índice;Índice general;04 Balears, Illes;2020M11;97,171
Índice;Índice general;04 Balears, Illes;2020M10;96,791
Índice;Índice general;04 Balears, Illes;2020M09;96,562
Índice;Índice general;04 Balears, Illes;2020M08;96,553
Índice;Índice general;04 Balears, Illes;2020M07;96,639
Índice;Índice general;04 Balears, Illes;2020M06;96,972
Índice;Índice general;04 Balears, Illes;2020M05;96,593
Índice;Índice general;04 Balears, Illes;2020M04;96,467
Índice;Índice general;04 Balears, Illes;2020M03;96,516
Índice;Índice general;04 Balears, Illes;2020M02;96,808
Índice;Índice general;04 Balears, Illes;2020M01;96,983
Índice;Índice general;04 Balears, Illes;2019M12;97,781
Índice;Índice general;04 Balears, Illes;2019M11;97,693
Índice;Índice general;04 Balears, Illes;2019M10;97,513
Índice;Índice general;04 Balears, Illes;2019M09;97,062
Índice;Índice general;04 Balears, Illes;2019M08;97,225
Índice;Índice general;04 Balears, Illes;2019M07;97,251
Índice;Índice general;04 Balears, Illes;2019M06;97,506
Índice;Índice general;04 Balears, Illes;2019M05;97,523
Índice;Índice general;04 Balears, Illes;2019M04;97,250
Índice;Índice general;04 Balears, Illes;2019M03;96,367
Índice;Índice general;04 Balears, Illes;2019M02;95,890
Índice;Índice general;04 Balears, Illes;2019M01;95,893
Índice;Índice general;05 Canarias;2025M12;119,798
Índice;Índice general;05 Canarias;2025M11;119,000
Índice;Índice general;05 Canarias;2025M10;118,784
Índice;Índice general;05 Canarias;2025M09;117,759
Índice;Índice general;05 Canarias;2025M08;118,537
Índice;Índice general;05 Canarias;2025M07;118,326
Índice;Índice general;05 Canarias;2025M06;118,238
Índice;Índice general;05 Canarias;2025M05;117,678
Índice;Índice general;05 Canarias;2025M04;117,842
Índice;Índice general;05 Canarias;2025M03;116,940
Índice;Índice general;05 Canarias;2025M02;116,972
Índice;Índice general;05 Canarias;2025M01;116,443
Índice;Índice general;05 Canarias;2024M12;116,524
Índice;Índice general;05 Canarias;2024M11;116,361
Índice;Índice general;05 Canarias;2024M10;115,860
Índice;Índice general;05 Canarias;2024M09;115,233
Índice;Índice general;05 Canarias;2024M08;115,974
Índice;Índice general;05 Canarias;2024M07;115,786
Índice;Índice general;05 Canarias;2024M06;116,253
Índice;Índice general;05 Canarias;2024M05;115,900
Índice;Índice general;05 Canarias;2024M04;115,750
Índice;Índice general;05 Canarias;2024M03;115,059
Índice;Índice general;05 Canarias;2024M02;114,456
Índice;Índice general;05 Canarias;2024M01;114,024
Índice;Índice general;05 Canarias;2023M12;113,985
Índice;Índice general;05 Canarias;2023M11;113,878
Índice;Índice general;05 Canarias;2023M10;114,111
Índice;Índice general;05 Canarias;2023M09;113,472
Índice;Índice general;05 Canarias;2023M08;113,134
Índice;Índice general;05 Canarias;2023M07;112,553
Índice;Índice general;05 Canarias;2023M06;112,708
Índice;Índice general;05 Canarias;2023M05;112,078
Índice;Índice general;05 Canarias;2023M04;112,065
Índice;Índice general;05 Canarias;2023M03;111,181
Índice;Índice general;05 Canarias;2023M02;110,988
Índice;Índice general;05 Canarias;2023M01;109,648
Índice;Índice general;05 Canarias;2022M12;109,814
Índice;Índice general;05 Canarias;2022M11;109,664
Índice;Índice general;05 Canarias;2022M10;109,382
Índice;Índice general;05 Canarias;2022M09;108,838
Índice;Índice general;05 Canarias;2022M08;109,292
Índice;Índice general;05 Canarias;2022M07;108,598
Índice;Índice general;05 Canarias;2022M06;108,436
Índice;Índice general;05 Canarias;2022M05;106,871
Índice;Índice general;05 Canarias;2022M04;106,207
Índice;Índice general;05 Canarias;2022M03;106,320
Índice;Índice general;05 Canarias;2022M02;103,948
Índice;Índice general;05 Canarias;2022M01;103,177
Índice;Índice general;05 Canarias;2021M12;103,772
Índice;Índice general;05 Canarias;2021M11;102,559
Índice;Índice general;05 Canarias;2021M10;102,191
Índice;Índice general;05 Canarias;2021M09;100,575
Índice;Índice general;05 Canarias;2021M08;99,771
Índice;Índice general;05 Canarias;2021M07;99,264
Índice;Índice general;05 Canarias;2021M06;99,938
Índice;Índice general;05 Canarias;2021M05;99,574
Índice;Índice general;05 Canarias;2021M04;99,182
Índice;Índice general;05 Canarias;2021M03;98,058
Índice;Índice general;05 Canarias;2021M02;97,307
Índice;Índice general;05 Canarias;2021M01;97,808
Índice;Índice general;05 Canarias;2020M12;98,089
Índice;Índice general;05 Canarias;2020M11;98,021
Índice;Índice general;05 Canarias;2020M10;98,035
Índice;Índice general;05 Canarias;2020M09;97,465
Índice;Índice general;05 Canarias;2020M08;97,419
Índice;Índice general;05 Canarias;2020M07;97,546
Índice;Índice general;05 Canarias;2020M06;98,397
Índice;Índice general;05 Canarias;2020M05;97,970
Índice;Índice general;05 Canarias;2020M04;98,001
Índice;Índice general;05 Canarias;2020M03;97,656
Índice;Índice general;05 Canarias;2020M02;97,703
Índice;Índice general;05 Canarias;2020M01;97,636
Índice;Índice general;05 Canarias;2019M12;98,232
Índice;Índice general;05 Canarias;2019M11;97,980
Índice;Índice general;05 Canarias;2019M10;97,723
Índice;Índice general;05 Canarias;2019M09;97,141
Índice;Índice general;05 Canarias;2019M08;96,897
Índice;Índice general;05 Canarias;2019M07;96,877
Índice;Índice general;05 Canarias;2019M06;97,621
Índice;Índice general;05 Canarias;2019M05;97,538
Índice;Índice general;05 Canarias;2019M04;97,594
Índice;Índice general;05 Canarias;2019M03;96,831
Índice;Índice general;05 Canarias;2019M02;96,599
Índice;Índice general;05 Canarias;2019M01;96,545
Índice;Índice general;06 Cantabria;2025M12;119,991
Índice;Índice general;06 Cantabria;2025M11;119,524
Índice;Índice general;06 Cantabria;2025M10;119,125
Índice;Índice general;06 Cantabria;2025M09;118,101
Índice;Índice general;06 Cantabria;2025M08;118,985
Índice;Índice general;06 Cantabria;2025M07;118,575
Índice;Índice general;06 Cantabria;2025M06;118,622
Índice;Índice general;06 Cantabria;2025M05;117,559
Índice;Índice general;06 Cantabria;2025M04;117,703
Índice;Índice general;06 Cantabria;2025M03;116,854
Índice;Índice general;06 Cantabria;2025M02;116,945
Índice;Índice general;06 Cantabria;2025M01;116,672
Índice;Índice general;06 Cantabria;2024M12;116,628
Índice;Índice general;06 Cantabria;2024M11;116,039
Índice;Índice general;06 Cantabria;2024M10;115,468
Índice;Índice general;06 Cantabria;2024M09;114,830
Índice;Índice general;06 Cantabria;2024M08;115,929
Índice;Índice general;06 Cantabria;2024M07;115,604
Índice;Índice general;06 Cantabria;2024M06;116,004
Índice;Índice general;06 Cantabria;2024M05;115,759
Índice;Índice general;06 Cantabria;2024M04;115,393
Índice;Índice general;06 Cantabria;2024M03;114,484
Índice;Índice general;06 Cantabria;2024M02;113,798
Índice;Índice general;06 Cantabria;2024M01;113,618
Índice;Índice general;06 Cantabria;2023M12;113,345
Índice;Índice general;06 Cantabria;2023M11;113,503
Índice;Índice general;06 Cantabria;2023M10;113,760
