Tipo de dato;Grupos ECOICOP;Comunidades y Ciudades Autónomas;Periodo;Total
Índice;Índice general;Nacional;2018M12;97,329
Índice;Índice general;Nacional;2018M11;97,768
Índice;Índice general;Nacional;2018M10;97,875
Índice;Índice general;Nacional;2018M09;96,978
Índice;Índice general;Nacional;2018M08;96,742
Índice;Índice general;Nacional;2018M07;96,604
Índice;Índice general;Nacional;2018M06;97,302
Índice;Índice general;Nacional;2018M05;97,048
Índice;Índice general;Nacional;2018M04;96,181
Índice;Índice general;Nacional;2018M03;95,393
Índice;Índice general;Nacional;2018M02;95,281
Índice;Índice general;Nacional;2018M01;95,153
Índice;Índice general;Nacional;2017M12;96,190
Índice;Índice general;Nacional;2017M11;96,147
Índice;Índice general;Nacional;2017M10;95,710
Índice;Índice general;Nacional;2017M09;94,835
Índice;Índice general;Nacional;2017M08;94,670
Índice;Índice general;Nacional;2017M07;94,482
Índice;Índice general;Nacional;2017M06;95,138
Índice;Índice general;Nacional;2017M05;95,097
Índice;Índice general;Nacional;2017M04;95,154
Índice;Índice general;Nacional;2017M03;94,249
Índice;Índice general;Nacional;2017M02;94,269
Índice;Índice general;Nacional;2017M01;94,609
Índice;Índice general;Nacional;2016M12;95,132
Índice;Índice general;Nacional;2016M11;94,572
Índice;Índice general;Nacional;2016M10;94,230
Índice;Índice general;Nacional;2016M09;93,165
Índice;Índice general;Nacional;2016M08;93,161
Índice;Índice general;Nacional;2016M07;93,041
Índice;Índice general;Nacional;2016M06;93,723
Índice;Índice general;Nacional;2016M05;93,292
Índice;Índice general;Nacional;2016M04;92,785
Índice;Índice general;Nacional;2016M03;92,139
Índice;Índice general;Nacional;2016M02;91,552
Índice;Índice general;Nacional;2016M01;91,876
Índice;Índice general;Nacional;2015M12;93,663
Índice;Índice general;Nacional;2015M11;93,937
Índice;Índice general;Nacional;2015M10;93,595
Índice;Índice general;Nacional;2015M09;92,999
Índice;Índice general;Nacional;2015M08;93,286
Índice;Índice general;Nacional;2015M07;93,597
Índice;Índice general;Nacional;2015M06;94,474
Índice;Índice general;Nacional;2015M05;94,222
Índice;Índice general;Nacional;2015M04;93,774
Índice;Índice general;Nacional;2015M03;92,920
Índice;Índice general;Nacional;2015M02;92,331
Índice;Índice general;Nacional;2015M01;92,141
Índice;Índice general;Nacional;2014M12;93,646
Índice;Índice general;Nacional;2014M11;94,195
Índice;Índice general;Nacional;2014M10;94,261
Índice;Índice general;Nacional;2014M09;93,824
Índice;Índice general;Nacional;2014M08;93,681
Índice;Índice general;Nacional;2014M07;93,533
Índice;Índice general;Nacional;2014M06;94,421
Índice;Índice general;Nacional;2014M05;94,395
Índice;Índice general;Nacional;2014M04;94,373
Índice;Índice general;Nacional;2014M03;93,541
Índice;Índice general;Nacional;2014M02;93,333
Índice;Índice general;Nacional;2014M01;93,373
Índice;Índice general;Nacional;2013M12;94,632
Índice;Índice general;Nacional;2013M11;94,547
Índice;Índice general;Nacional;2013M10;94,351
Índice;Índice general;Nacional;2013M09;93,969
Índice;Índice general;Nacional;2013M08;94,145
Índice;Índice general;Nacional;2013M07;93,853
Índice;Índice general;Nacional;2013M06;94,340
Índice;Índice general;Nacional;2013M05;94,201
Índice;Índice general;Nacional;2013M04;94,028
Índice;Índice general;Nacional;2013M03;93,678
Índice;Índice general;Nacional;2013M02;93,349
Índice;Índice general;Nacional;2013M01;93,188
Índice;Índice general;Nacional;2012M12;94,394
Índice;Índice general;Nacional;2012M11;94,328
Índice;Índice general;Nacional;2012M10;94,445
Índice;Índice general;Nacional;2012M09;93,649
Índice;Índice general;Nacional;2012M08;92,736
Índice;Índice general;Nacional;2012M07;92,217
Índice;Índice general;Nacional;2012M06;92,433
Índice;Índice general;Nacional;2012M05;92,606
Índice;Índice general;Nacional;2012M04;92,743
Índice;Índice general;Nacional;2012M03;91,458
Índice;Índice general;Nacional;2012M02;90,847
Índice;Índice general;Nacional;2012M01;90,753
Índice;Índice general;Nacional;2011M12;91,762
Índice;Índice general;Nacional;2011M11;91,643
Índice;Índice general;Nacional;2011M10;91,273
Índice;Índice general;Nacional;2011M09;90,559
Índice;Índice general;Nacional;2011M08;90,338
Índice;Índice general;Nacional;2011M07;90,226
Índice;Índice general;Nacional;2011M06;90,713
Índice;Índice general;Nacional;2011M05;90,841
Índice;Índice general;Nacional;2011M04;90,871
Índice;Índice general;Nacional;2011M03;89,754
Índice;Índice general;Nacional;2011M02;89,088
Índice;Índice general;Nacional;2011M01;88,975
Índice;Índice general;01 Andalucía;2018M12;97,331
Índice;Índice general;01 Andalucía;2018M11;97,807
Índice;Índice general;01 Andalucía;2018M10;97,936
Índice;Índice general;01 Andalucía;2018M09;97,037
Índice;Índice general;01 Andalucía;2018M08;96,629
Índice;Índice general;01 Andalucía;2018M07;96,467
Índice;Índice general;01 Andalucía;2018M06;97,401
Índice;Índice general;01 Andalucía;2018M05;97,223
Índice;Índice general;01 Andalucía;2018M04;96,376
Índice;Índice general;01 Andalucía;2018M03;95,471
Índice;Índice general;01 Andalucía;2018M02;95,336
Índice;Índice general;01 Andalucía;2018M01;95,161
Índice;Índice general;01 Andalucía;2017M12;96,390
Índice;Índice general;01 Andalucía;2017M11;96,448
Índice;Índice general;01 Andalucía;2017M10;95,962
Índice;Índice general;01 Andalucía;2017M09;94,964
Índice;Índice general;01 Andalucía;2017M08;94,626
Índice;Índice general;01 Andalucía;2017M07;94,428
Índice;Índice general;01 Andalucía;2017M06;95,266
Índice;Índice general;01 Andalucía;2017M05;95,342
Índice;Índice general;01 Andalucía;2017M04;95,338
Índice;Índice general;01 Andalucía;2017M03;94,410
Índice;Índice general;01 Andalucía;2017M02;94,331
Índice;Índice general;01 Andalucía;2017M01;94,686
Índice;Índice general;01 Andalucía;2016M12;95,295
Índice;Índice general;01 Andalucía;2016M11;94,818
Índice;Índice general;01 Andalucía;2016M10;94,471
Índice;Índice general;01 Andalucía;2016M09;93,327
Índice;Índice general;01 Andalucía;2016M08;93,183
Índice;Índice general;01 Andalucía;2016M07;93,056
Índice;Índice general;01 Andalucía;2016M06;93,915
Índice;Índice general;01 Andalucía;2016M05;93,549
Índice;Índice general;01 Andalucía;2016M04;93,031
Índice;Índice general;01 Andalucía;2016M03;92,276
Índice;Índice general;01 Andalucía;2016M02;91,567
Índice;Índice general;01 Andalucía;2016M01;91,900
Índice;Índice general;01 Andalucía;2015M12;93,767
Índice;Índice general;01 Andalucía;2015M11;94,131
Índice;Índice general;01 Andalucía;2015M10;93,758
Índice;Índice general;01 Andalucía;2015M09;93,106
Índice;Índice general;01 Andalucía;2015M08;93,272
Índice;Índice general;01 Andalucía;2015M07;93,585
Índice;Índice general;01 Andalucía;2015M06;94,650
Índice;Índice general;01 Andalucía;2015M05;94,466
Índice;Índice general;01 Andalucía;2015M04;93,998
Índice;Índice general;01 Andalucía;2015M03;93,053
Índice;Índice general;01 Andalucía;2015M02;92,463
Índice;Índice general;01 Andalucía;2015M01;92,203
Índice;Índice general;01 Andalucía;2014M12;93,795
Índice;Índice general;01 Andalucía;2014M11;94,422
Índice;Índice general;01 Andalucía;2014M10;94,482
Índice;Índice general;01 Andalucía;2014M09;93,985
Índice;Índice general;01 Andalucía;2014M08;93,663
Índice;Índice general;01 Andalucía;2014M07;93,513
Índice;Índice general;01 Andalucía;2014M06;94,607
Índice;Índice general;01 Andalucía;2014M05;94,678
Índice;Índice general;01 Andalucía;2014M04;94,706
Índice;Índice general;01 Andalucía;2014M03;93,824
Índice;Índice general;01 Andalucía;2014M02;93,464
Índice;Índice general;01 Andalucía;2014M01;93,492
Índice;Índice general;01 Andalucía;2013M12;94,942
Índice;Índice general;01 Andalucía;2013M11;94,899
Índice;Índice general;01 Andalucía;2013M10;94,632
Índice;Índice general;01 Andalucía;2013M09;94,241
Índice;Índice general;01 Andalucía;2013M08;94,393
Índice;Índice general;01 Andalucía;2013M07;94,066
Índice;Índice general;01 Andalucía;2013M06;94,691
Índice;Índice general;01 Andalucía;2013M05;94,562
Índice;Índice general;01 Andalucía;2013M04;94,415
Índice;Índice general;01 Andalucía;2013M03;93,946
Índice;Índice general;01 Andalucía;2013M02;93,608
Índice;Índice general;01 Andalucía;2013M01;93,369
Índice;Índice general;01 Andalucía;2012M12;94,685
Índice;Índice general;01 Andalucía;2012M11;94,717
Índice;Índice general;01 Andalucía;2012M10;94,771
Índice;Índice general;01 Andalucía;2012M09;94,069
Índice;Índice general;01 Andalucía;2012M08;93,052
Índice;Índice general;01 Andalucía;2012M07;92,594
Índice;Índice general;01 Andalucía;2012M06;92,934
Índice;Índice general;01 Andalucía;2012M05;93,143
Índice;Índice general;01 Andalucía;2012M04;93,317
Índice;Índice general;01 Andalucía;2012M03;91,900
Índice;Índice general;01 Andalucía;2012M02;91,234
Índice;Índice general;01 Andalucía;2012M01;91,122
Índice;Índice general;01 Andalucía;2011M12;92,308
Índice;Índice general;01 Andalucía;2011M11;92,293
Índice;Índice general;01 Andalucía;2011M10;91,931
Índice;Índice general;01 Andalucía;2011M09;91,222
Índice;Índice general;01 Andalucía;2011M08;90,864
Índice;Índice general;01 Andalucía;2011M07;90,735
Índice;Índice general;01 Andalucía;2011M06;91,455
Índice;Índice general;01 Andalucía;2011M05;91,664
Índice;Índice general;01 Andalucía;2011M04;91,667
Índice;Índice general;01 Andalucía;2011M03;90,473
Índice;Índice general;01 Andalucía;2011M02;89,700
Índice;Índice general;01 Andalucía;2011M01;89,591
Índice;Índice general;02 Aragón;2018M12;97,155
Índice;Índice general;02 Aragón;2018M11;97,701
Índice;Índice general;02 Aragón;2018M10;97,788
Índice;Índice general;02 Aragón;2018M09;96,766
Índice;Índice general;02 Aragón;2018M08;96,503
Índice;Índice general;02 Aragón;2018M07;96,387
Índice;Índice general;02 Aragón;2018M06;97,103
Índice;Índice general;02 Aragón;2018M05;96,914
Índice;Índice general;02 Aragón;2018M04;96,022
Índice;Índice general;02 Aragón;2018M03;95,289
Índice;Índice general;02 Aragón;2018M02;95,245
Índice;Índice general;02 Aragón;2018M01;95,052
Índice;Índice general;02 Aragón;2017M12;96,020
Índice;Índice general;02 Aragón;2017M11;96,114
Índice;Índice general;02 Aragón;2017M10;95,735
Índice;Índice general;02 Aragón;2017M09;94,546
Índice;Índice general;02 Aragón;2017M08;94,361
Índice;Índice general;02 Aragón;2017M07;94,163
Índice;Índice general;02 Aragón;2017M06;94,935
Índice;Índice general;02 Aragón;2017M05;94,897
Índice;Índice general;02 Aragón;2017M04;94,977
Índice;Índice general;02 Aragón;2017M03;94,226
Índice;Índice general;02 Aragón;2017M02;94,328
Índice;Índice general;02 Aragón;2017M01;94,616
Índice;Índice general;02 Aragón;2016M12;95,182
Índice;Índice general;02 Aragón;2016M11;94,639
Índice;Índice general;02 Aragón;2016M10;94,441
Índice;Índice general;02 Aragón;2016M09;93,121
Índice;Índice general;02 Aragón;2016M08;93,017
Índice;Índice general;02 Aragón;2016M07;92,851
Índice;Índice general;02 Aragón;2016M06;93,635
Índice;Índice general;02 Aragón;2016M05;93,263
Índice;Índice general;02 Aragón;2016M04;92,709
Índice;Índice general;02 Aragón;2016M03;92,200
Índice;Índice general;02 Aragón;2016M02;91,644
Índice;Índice general;02 Aragón;2016M01;91,981
Índice;Índice general;02 Aragón;2015M12;93,705
Índice;Índice general;02 Aragón;2015M11;94,077
Índice;Índice general;02 Aragón;2015M10;93,739
Índice;Índice general;02 Aragón;2015M09;92,958
Índice;Índice general;02 Aragón;2015M08;93,305
Índice;Índice general;02 Aragón;2015M07;93,550
Índice;Índice general;02 Aragón;2015M06;94,545
Índice;Índice general;02 Aragón;2015M05;94,283
Índice;Índice general;02 Aragón;2015M04;93,882
Índice;Índice general;02 Aragón;2015M03;92,982
Índice;Índice general;02 Aragón;2015M02;92,342
Índice;Índice general;02 Aragón;2015M01;92,141
Índice;Índice general;02 Aragón;2014M12;93,792
Índice;Índice general;02 Aragón;2014M11;94,479
Índice;Índice general;02 Aragón;2014M10;94,557
Índice;Índice general;02 Aragón;2014M09;93,999
Índice;Índice general;02 Aragón;2014M08;93,968
Índice;Índice general;02 Aragón;2014M07;93,787
Índice;Índice general;02 Aragón;2014M06;94,667
Índice;Índice general;02 Aragón;2014M05;94,685
Índice;Índice general;02 Aragón;2014M04;94,694
Índice;Índice general;02 Aragón;2014M03;93,761
Índice;Índice general;02 Aragón;2014M02;93,620
Índice;Índice general;02 Aragón;2014M01;93,652
Índice;Índice general;02 Aragón;2013M12;94,953
Índice;Índice general;02 Aragón;2013M11;94,972
Índice;Índice general;02 Aragón;2013M10;94,844
Índice;Índice general;02 Aragón;2013M09;94,224
Índice;Índice general;02 Aragón;2013M08;94,491
Índice;Índice general;02 Aragón;2013M07;94,142
Índice;Índice general;02 Aragón;2013M06;94,663
Índice;Índice general;02 Aragón;2013M05;94,671
Índice;Índice general;02 Aragón;2013M04;94,581
Índice;Índice general;02 Aragón;2013M03;94,124
Índice;Índice general;02 Aragón;2013M02;93,815
Índice;Índice general;02 Aragón;2013M01;93,619
Índice;Índice general;02 Aragón;2012M12;94,788
Índice;Índice general;02 Aragón;2012M11;94,810
Índice;Índice general;02 Aragón;2012M10;94,878
Índice;Índice general;02 Aragón;2012M09;94,035
Índice;Índice general;02 Aragón;2012M08;93,180
Índice;Índice general;02 Aragón;2012M07;92,569
Índice;Índice general;02 Aragón;2012M06;92,947
Índice;Índice general;02 Aragón;2012M05;93,196
Índice;Índice general;02 Aragón;2012M04;93,361
Índice;Índice general;02 Aragón;2012M03;91,964
Índice;Índice general;02 Aragón;2012M02;91,417
Índice;Índice general;02 Aragón;2012M01;91,299
Índice;Índice general;02 Aragón;2011M12;92,300
Índice;Índice general;02 Aragón;2011M11;92,283
Índice;Índice general;02 Aragón;2011M10;91,982
Índice;Índice general;02 Aragón;2011M09;91,083
Índice;Índice general;02 Aragón;2011M08;90,878
Índice;Índice general;02 Aragón;2011M07;90,719
Índice;Índice general;02 Aragón;2011M06;91,263
Índice;Índice general;02 Aragón;2011M05;91,418
Índice;Índice general;02 Aragón;2011M04;91,463
Índice;Índice general;02 Aragón;2011M03;90,283
Índice;Índice general;02 Aragón;2011M02;89,571
Índice;Índice general;02 Aragón;2011M01;89,385
Índice;Índice general;03 Asturias, Principado de;2018M12;97,953
Índice;Índice general;03 Asturias, Principado de;2018M11;98,448
Índice;Índice general;03 Asturias, Principado de;2018M10;98,241
Índice;Índice general;03 Asturias, Principado de;2018M09;97,337
Índice;Índice general;03 Asturias, Principado de;2018M08;97,433
Índice;Índice general;03 Asturias, Principado de;2018M07;97,150
Índice;Índice general;03 Asturias, Principado de;2018M06;97,796
Índice;Índice general;03 Asturias, Principado de;2018M05;97,482
Índice;Índice general;03 Asturias, Principado de;2018M04;96,503
Índice;Índice general;03 Asturias, Principado de;2018M03;95,622
Índice;Índice general;03 Asturias, Principado de;2018M02;95,632
Índice;Índice general;03 Asturias, Principado de;2018M01;95,556
Índice;Índice general;03 Asturias, Principado de;2017M12;96,862
Índice;Índice general;03 Asturias, Principado de;2017M11;96,910
Índice;Índice general;03 Asturias, Principado de;2017M10;96,239
Índice;Índice general;03 Asturias, Principado de;2017M09;95,295
Índice;Índice general;03 Asturias, Principado de;2017M08;95,316
Índice;Índice general;03 Asturias, Principado de;2017M07;94,908
Índice;Índice general;03 Asturias, Principado de;2017M06;95,644
Índice;Índice general;03 Asturias, Principado de;2017M05;95,578
Índice;Índice general;03 Asturias, Principado de;2017M04;95,817
Índice;Índice general;03 Asturias, Principado de;2017M03;94,795
Índice;Índice general;03 Asturias, Principado de;2017M02;94,947
Índice;Índice general;03 Asturias, Principado de;2017M01;95,228
Índice;Índice general;03 Asturias, Principado de;2016M12;95,999
Índice;Índice general;03 Asturias, Principado de;2016M11;95,595
Índice;Índice general;03 Asturias, Principado de;2016M10;95,080
Índice;Índice general;03 Asturias, Principado de;2016M09;93,886
Índice;Índice general;03 Asturias, Principado de;2016M08;93,946
Índice;Índice general;03 Asturias, Principado de;2016M07;93,686
Índice;Índice general;03 Asturias, Principado de;2016M06;94,569
Índice;Índice general;03 Asturias, Principado de;2016M05;94,051
Índice;Índice general;03 Asturias, Principado de;2016M04;93,414
Índice;Índice general;03 Asturias, Principado de;2016M03;92,637
Índice;Índice general;03 Asturias, Principado de;2016M02;92,128
Índice;Índice general;03 Asturias, Principado de;2016M01;92,471
Índice;Índice general;03 Asturias, Principado de;2015M12;94,475
Índice;Índice general;03 Asturias, Principado de;2015M11;94,865
Índice;Índice general;03 Asturias, Principado de;2015M10;94,133
Índice;Índice general;03 Asturias, Principado de;2015M09;93,509
Índice;Índice general;03 Asturias, Principado de;2015M08;93,827
Índice;Índice general;03 Asturias, Principado de;2015M07;94,135
Índice;Índice general;03 Asturias, Principado de;2015M06;95,140
Índice;Índice general;03 Asturias, Principado de;2015M05;94,935
Índice;Índice general;03 Asturias, Principado de;2015M04;94,460
Índice;Índice general;03 Asturias, Principado de;2015M03;93,457
Índice;Índice general;03 Asturias, Principado de;2015M02;92,957
Índice;Índice general;03 Asturias, Principado de;2015M01;92,794
Índice;Índice general;03 Asturias, Principado de;2014M12;94,621
Índice;Índice general;03 Asturias, Principado de;2014M11;95,259
Índice;Índice general;03 Asturias, Principado de;2014M10;94,988
Índice;Índice general;03 Asturias, Principado de;2014M09;94,403
Índice;Índice general;03 Asturias, Principado de;2014M08;94,342
Índice;Índice general;03 Asturias, Principado de;2014M07;94,147
Índice;Índice general;03 Asturias, Principado de;2014M06;95,263
Índice;Índice general;03 Asturias, Principado de;2014M05;95,271
Índice;Índice general;03 Asturias, Principado de;2014M04;95,218
Índice;Índice general;03 Asturias, Principado de;2014M03;94,209
Índice;Índice general;03 Asturias, Principado de;2014M02;94,101
Índice;Índice general;03 Asturias, Principado de;2014M01;94,168
Índice;Índice general;03 Asturias, Principado de;2013M12;95,695
Índice;Índice general;03 Asturias, Principado de;2013M11;95,791
Índice;Índice general;03 Asturias, Principado de;2013M10;95,223
Índice;Índice general;03 Asturias, Principado de;2013M09;94,787
Índice;Índice general;03 Asturias, Principado de;2013M08;95,029
Índice;Índice general;03 Asturias, Principado de;2013M07;94,648
Índice;Índice general;03 Asturias, Principado de;2013M06;95,315
Índice;Índice general;03 Asturias, Principado de;2013M05;95,217
Índice;Índice general;03 Asturias, Principado de;2013M04;95,024
Índice;Índice general;03 Asturias, Principado de;2013M03;94,522
Índice;Índice general;03 Asturias, Principado de;2013M02;94,330
Índice;Índice general;03 Asturias, Principado de;2013M01;94,144
Índice;Índice general;03 Asturias, Principado de;2012M12;95,511
Índice;Índice general;03 Asturias, Principado de;2012M11;95,501
Índice;Índice general;03 Asturias, Principado de;2012M10;95,306
Índice;Índice general;03 Asturias, Principado de;2012M09;94,340
Índice;Índice general;03 Asturias, Principado de;2012M08;93,576
Índice;Índice general;03 Asturias, Principado de;2012M07;92,974
Índice;Índice general;03 Asturias, Principado de;2012M06;93,522
Índice;Índice general;03 Asturias, Principado de;2012M05;93,721
Índice;Índice general;03 Asturias, Principado de;2012M04;93,779
Índice;Índice general;03 Asturias, Principado de;2012M03;92,388
Índice;Índice general;03 Asturias, Principado de;2012M02;91,911
Índice;Índice general;03 Asturias, Principado de;2012M01;91,781
Índice;Índice general;03 Asturias, Principado de;2011M12;93,132
Índice;Índice general;03 Asturias, Principado de;2011M11;92,996
Índice;Índice general;03 Asturias, Principado de;2011M10;92,364
Índice;Índice general;03 Asturias, Principado de;2011M09;91,521
Índice;Índice general;03 Asturias, Principado de;2011M08;91,369
Índice;Índice general;03 Asturias, Principado de;2011M07;91,199
Índice;Índice general;03 Asturias, Principado de;2011M06;91,903
Índice;Índice general;03 Asturias, Principado de;2011M05;92,050
Índice;Índice general;03 Asturias, Principado de;2011M04;91,951
Índice;Índice general;03 Asturias, Principado de;2011M03;90,690
Índice;Índice general;03 Asturias, Principado de;2011M02;90,205
Índice;Índice general;03 Asturias, Principado de;2011M01;89,968
Índice;Índice general;04 Balears, Illes;2018M12;96,838
Índice;Índice general;04 Balears, Illes;2018M11;97,284
Índice;Índice general;04 Balears, Illes;2018M10;97,438
Índice;Índice general;04 Balears, Illes;2018M09;97,007
Índice;Índice general;04 Balears, Illes;2018M08;97,141
Índice;Índice general;04 Balears, Illes;2018M07;97,072
Índice;Índice general;04 Balears, Illes;2018M06;97,542
Índice;Índice general;04 Balears, Illes;2018M05;97,162
Índice;Índice general;04 Balears, Illes;2018M04;96,109
Índice;Índice general;04 Balears, Illes;2018M03;95,289
Índice;Índice general;04 Balears, Illes;2018M02;95,237
Índice;Índice general;04 Balears, Illes;2018M01;95,253
Índice;Índice general;04 Balears, Illes;2017M12;96,148
Índice;Índice general;04 Balears, Illes;2017M11;96,100
Índice;Índice general;04 Balears, Illes;2017M10;95,611
Índice;Índice general;04 Balears, Illes;2017M09;95,204
Índice;Índice general;04 Balears, Illes;2017M08;95,308
Índice;Índice general;04 Balears, Illes;2017M07;95,181
Índice;Índice general;04 Balears, Illes;2017M06;95,418
Índice;Índice general;04 Balears, Illes;2017M05;95,195
Índice;Índice general;04 Balears, Illes;2017M04;95,112
Índice;Índice general;04 Balears, Illes;2017M03;94,258
Índice;Índice general;04 Balears, Illes;2017M02;94,240
Índice;Índice general;04 Balears, Illes;2017M01;94,598
Índice;Índice general;04 Balears, Illes;2016M12;94,900
Índice;Índice general;04 Balears, Illes;2016M11;94,384
Índice;Índice general;04 Balears, Illes;2016M10;93,941
Índice;Índice general;04 Balears, Illes;2016M09;93,268
Índice;Índice general;04 Balears, Illes;2016M08;93,524
Índice;Índice general;04 Balears, Illes;2016M07;93,499
Índice;Índice general;04 Balears, Illes;2016M06;93,723
Índice;Índice general;04 Balears, Illes;2016M05;93,177
Índice;Índice general;04 Balears, Illes;2016M04;92,604
Índice;Índice general;04 Balears, Illes;2016M03;92,033
Índice;Índice general;04 Balears, Illes;2016M02;91,559
Índice;Índice general;04 Balears, Illes;2016M01;91,951
Índice;Índice general;04 Balears, Illes;2015M12;93,429
Índice;Índice general;04 Balears, Illes;2015M11;93,719
Índice;Índice general;04 Balears, Illes;2015M10;93,298
Índice;Índice general;04 Balears, Illes;2015M09;93,208
Índice;Índice general;04 Balears, Illes;2015M08;93,741
Índice;Índice general;04 Balears, Illes;2015M07;94,128
Índice;Índice general;04 Balears, Illes;2015M06;94,433
Índice;Índice general;04 Balears, Illes;2015M05;93,992
Índice;Índice general;04 Balears, Illes;2015M04;93,410
Índice;Índice general;04 Balears, Illes;2015M03;92,658
Índice;Índice general;04 Balears, Illes;2015M02;92,096
Índice;Índice general;04 Balears, Illes;2015M01;91,999
Índice;Índice general;04 Balears, Illes;2014M12;93,125
Índice;Índice general;04 Balears, Illes;2014M11;93,583
Índice;Índice general;04 Balears, Illes;2014M10;93,488
Índice;Índice general;04 Balears, Illes;2014M09;93,551
Índice;Índice general;04 Balears, Illes;2014M08;93,570
Índice;Índice general;04 Balears, Illes;2014M07;93,528
Índice;Índice general;04 Balears, Illes;2014M06;94,011
Índice;Índice general;04 Balears, Illes;2014M05;93,812
Índice;Índice general;04 Balears, Illes;2014M04;93,614
Índice;Índice general;04 Balears, Illes;2014M03;93,056
Índice;Índice general;04 Balears, Illes;2014M02;92,921
Índice;Índice general;04 Balears, Illes;2014M01;92,995
Índice;Índice general;04 Balears, Illes;2013M12;93,871
Índice;Índice general;04 Balears, Illes;2013M11;93,678
Índice;Índice general;04 Balears, Illes;2013M10;93,323
Índice;Índice general;04 Balears, Illes;2013M09;93,299
Índice;Índice general;04 Balears, Illes;2013M08;93,556
Índice;Índice general;04 Balears, Illes;2013M07;93,450
Índice;Índice general;04 Balears, Illes;2013M06;93,574
Índice;Índice general;04 Balears, Illes;2013M05;93,283
Índice;Índice general;04 Balears, Illes;2013M04;93,019
Índice;Índice general;04 Balears, Illes;2013M03;92,809
Índice;Índice general;04 Balears, Illes;2013M02;92,570
Índice;Índice general;04 Balears, Illes;2013M01;92,526
Índice;Índice general;04 Balears, Illes;2012M12;93,421
Índice;Índice general;04 Balears, Illes;2012M11;93,381
Índice;Índice general;04 Balears, Illes;2012M10;93,370
Índice;Índice general;04 Balears, Illes;2012M09;92,875
Índice;Índice general;04 Balears, Illes;2012M08;92,086
Índice;Índice general;04 Balears, Illes;2012M07;91,749
Índice;Índice general;04 Balears, Illes;2012M06;91,586
Índice;Índice general;04 Balears, Illes;2012M05;91,647
Índice;Índice general;04 Balears, Illes;2012M04;91,478
Índice;Índice general;04 Balears, Illes;2012M03;90,414
Índice;Índice general;04 Balears, Illes;2012M02;89,767
Índice;Índice general;04 Balears, Illes;2012M01;90,041
Índice;Índice general;04 Balears, Illes;2011M12;90,600
Índice;Índice general;04 Balears, Illes;2011M11;90,443
Índice;Índice general;04 Balears, Illes;2011M10;90,002
Índice;Índice general;04 Balears, Illes;2011M09;89,682
Índice;Índice general;04 Balears, Illes;2011M08;89,704
Índice;Índice general;04 Balears, Illes;2011M07;89,739
Índice;Índice general;04 Balears, Illes;2011M06;89,803
Índice;Índice general;04 Balears, Illes;2011M05;89,785
Índice;Índice general;04 Balears, Illes;2011M04;89,687
Índice;Índice general;04 Balears, Illes;2011M03;88,813
Índice;Índice general;04 Balears, Illes;2011M02;88,494
Índice;Índice general;04 Balears, Illes;2011M01;88,198
Índice;Índice general;05 Canarias;2018M12;97,819
Índice;Índice general;05 Canarias;2018M11;98,035
Índice;Índice general;05 Canarias;2018M10;97,866
Índice;Índice general;05 Canarias;2018M09;97,119
Índice;Índice general;05 Canarias;2018M08;96,940
Índice;Índice general;05 Canarias;2018M07;96,711
Índice;Índice general;05 Canarias;2018M06;97,634
Índice;Índice general;05 Canarias;2018M05;97,365
Índice;Índice general;05 Canarias;2018M04;96,690
Índice;Índice general;05 Canarias;2018M03;96,049
Índice;Índice general;05 Canarias;2018M02;95,960
Índice;Índice general;05 Canarias;2018M01;95,566
Índice;Índice general;05 Canarias;2017M12;96,445
Índice;Índice general;05 Canarias;2017M11;96,493
Índice;Índice general;05 Canarias;2017M10;96,008
Índice;Índice general;05 Canarias;2017M09;95,211
Índice;Índice general;05 Canarias;2017M08;95,100
Índice;Índice general;05 Canarias;2017M07;95,177
Índice;Índice general;05 Canarias;2017M06;95,866
Índice;Índice general;05 Canarias;2017M05;95,723
Índice;Índice general;05 Canarias;2017M04;95,641
Índice;Índice general;05 Canarias;2017M03;94,923
Índice;Índice general;05 Canarias;2017M02;94,636
Índice;Índice general;05 Canarias;2017M01;94,848
Índice;Índice general;05 Canarias;2016M12;95,387
Índice;Índice general;05 Canarias;2016M11;94,978
Índice;Índice general;05 Canarias;2016M10;94,686
Índice;Índice general;05 Canarias;2016M09;93,851
Índice;Índice general;05 Canarias;2016M08;93,767
Índice;Índice general;05 Canarias;2016M07;93,732
Índice;Índice general;05 Canarias;2016M06;94,248
Índice;Índice general;05 Canarias;2016M05;93,833
Índice;Índice general;05 Canarias;2016M04;93,492
Índice;Índice general;05 Canarias;2016M03;92,942
Índice;Índice general;05 Canarias;2016M02;92,354
Índice;Índice general;05 Canarias;2016M01;92,566
Índice;Índice general;05 Canarias;2015M12;94,164
Índice;Índice general;05 Canarias;2015M11;94,269
Índice;Índice general;05 Canarias;2015M10;94,086
Índice;Índice general;05 Canarias;2015M09;93,628
Índice;Índice general;05 Canarias;2015M08;93,970
Índice;Índice general;05 Canarias;2015M07;94,196
Índice;Índice general;05 Canarias;2015M06;94,949
Índice;Índice general;05 Canarias;2015M05;94,656
Índice;Índice general;05 Canarias;2015M04;94,427
Índice;Índice general;05 Canarias;2015M03;93,809
Índice;Índice general;05 Canarias;2015M02;93,101
Índice;Índice general;05 Canarias;2015M01;93,232
Índice;Índice general;05 Canarias;2014M12;94,517
Índice;Índice general;05 Canarias;2014M11;94,830
Índice;Índice general;05 Canarias;2014M10;94,890
